model,channel,admin,item_id,position_in_admin,seed,pass,mappable,format_ok,tokens_prompt,tokens_completion,latency_ms,is_infra_error
google/gemma-4-31b,A-regraded,1,LOGIC-10 Contradiction Detection,0,682215913,1,1,1,106,409,36490,0
google/gemma-4-31b,A-regraded,1,LOGIC-10 Contradiction Detection,0,682215913,1,1,1,106,409,34692,0
google/gemma-4-31b,A-regraded,1,LOGIC-10 Contradiction Detection,0,682215913,1,1,1,106,409,36157,0
google/gemma-4-31b,A-regraded,1,LOGIC-01 Modus Ponens,0,682215913,1,1,1,66,166,14189,0
google/gemma-4-31b,A-regraded,1,LOGIC-01 Modus Ponens,0,682215913,1,1,1,66,166,14927,0
google/gemma-4-31b,A-regraded,1,LOGIC-01 Modus Ponens,0,682215913,1,1,1,66,166,14267,0
google/gemma-4-31b,A-regraded,1,LOGIC-02 Modus Tollens,0,682215913,1,1,1,68,195,18196,0
google/gemma-4-31b,A-regraded,1,LOGIC-02 Modus Tollens,0,682215913,1,1,1,68,195,19903,0
google/gemma-4-31b,A-regraded,1,LOGIC-02 Modus Tollens,0,682215913,1,1,1,68,195,18598,0
google/gemma-4-31b,A-regraded,1,LOGIC-03 Affirming the Consequent (Fallacy),0,682215913,1,1,1,65,189,18484,0
google/gemma-4-31b,A-regraded,1,LOGIC-03 Affirming the Consequent (Fallacy),0,682215913,1,1,1,65,189,16918,0
google/gemma-4-31b,A-regraded,1,LOGIC-03 Affirming the Consequent (Fallacy),0,682215913,1,1,1,65,189,17583,0
google/gemma-4-31b,A-regraded,1,LOGIC-11 Affirming a Disjunct (Fallacy),0,682215913,1,1,1,88,242,23893,0
google/gemma-4-31b,A-regraded,1,LOGIC-11 Affirming a Disjunct (Fallacy),0,682215913,1,1,1,88,242,25661,0
google/gemma-4-31b,A-regraded,1,LOGIC-11 Affirming a Disjunct (Fallacy),0,682215913,1,1,1,88,242,22630,0
google/gemma-4-31b,A-regraded,1,LOGIC-12 Denying a Conjunct (Fallacy),0,682215913,1,1,1,75,425,36083,0
google/gemma-4-31b,A-regraded,1,LOGIC-12 Denying a Conjunct (Fallacy),0,682215913,1,1,1,75,425,35652,0
google/gemma-4-31b,A-regraded,1,LOGIC-12 Denying a Conjunct (Fallacy),0,682215913,1,1,1,75,425,34787,0
google/gemma-4-31b,A-regraded,1,LOGIC-13 Conjunctive Syllogism,0,682215913,1,1,1,76,310,23868,0
google/gemma-4-31b,A-regraded,1,LOGIC-13 Conjunctive Syllogism,0,682215913,1,1,1,76,310,24491,0
google/gemma-4-31b,A-regraded,1,LOGIC-13 Conjunctive Syllogism,0,682215913,1,1,1,76,310,23863,0
google/gemma-4-31b,A-regraded,1,LOGIC-14 Illicit Commutativity (Fallacy),0,682215913,1,1,1,65,186,15335,0
google/gemma-4-31b,A-regraded,1,LOGIC-14 Illicit Commutativity (Fallacy),0,682215913,1,1,1,65,186,16885,0
google/gemma-4-31b,A-regraded,1,LOGIC-14 Illicit Commutativity (Fallacy),0,682215913,1,1,1,65,186,17670,0
google/gemma-4-31b,A-regraded,1,LOGIC-15 Resolution,0,682215913,1,1,1,89,408,30644,0
google/gemma-4-31b,A-regraded,1,LOGIC-15 Resolution,0,682215913,1,1,1,89,408,29083,0
google/gemma-4-31b,A-regraded,1,LOGIC-15 Resolution,0,682215913,1,1,1,89,408,30458,0
google/gemma-4-31b,A-regraded,1,LOGIC-16 Disjunctive Syllogism,0,682215913,1,1,1,77,144,11042,0
google/gemma-4-31b,A-regraded,1,LOGIC-16 Disjunctive Syllogism,0,682215913,1,1,1,77,144,11480,0
google/gemma-4-31b,A-regraded,1,LOGIC-16 Disjunctive Syllogism,0,682215913,1,1,1,77,144,12435,0
google/gemma-4-31b,A-regraded,1,LOGIC-17 Constructive Dilemma,0,682215913,1,1,1,90,406,34638,0
google/gemma-4-31b,A-regraded,1,LOGIC-17 Constructive Dilemma,0,682215913,1,1,1,90,406,34018,0
google/gemma-4-31b,A-regraded,1,LOGIC-17 Constructive Dilemma,0,682215913,1,1,1,90,406,36772,0
google/gemma-4-31b,A-regraded,1,LOGIC-18 Destructive Dilemma,0,682215913,1,1,1,104,499,46411,0
google/gemma-4-31b,A-regraded,1,LOGIC-18 Destructive Dilemma,0,682215913,1,1,1,104,499,40384,0
google/gemma-4-31b,A-regraded,1,LOGIC-18 Destructive Dilemma,0,682215913,1,1,1,104,499,38424,0
google/gemma-4-31b,A-regraded,1,LOGIC-19 Existential Fallacy (Fallacy),0,682215913,1,1,1,73,272,26181,0
google/gemma-4-31b,A-regraded,1,LOGIC-19 Existential Fallacy (Fallacy),0,682215913,1,1,1,73,272,28240,0
google/gemma-4-31b,A-regraded,1,LOGIC-19 Existential Fallacy (Fallacy),0,682215913,1,1,1,73,272,24993,0
google/gemma-4-31b,A-regraded,1,LOGIC-20 Illicit Major (Fallacy),0,682215913,1,1,1,67,600,57304,0
google/gemma-4-31b,A-regraded,1,LOGIC-20 Illicit Major (Fallacy),0,682215913,1,1,1,67,600,55453,0
google/gemma-4-31b,A-regraded,1,LOGIC-20 Illicit Major (Fallacy),0,682215913,1,1,1,67,600,56669,0
google/gemma-4-31b,A-regraded,1,LOGIC-21 Undistributed Middle (Fallacy),0,682215913,1,1,1,74,209,18352,0
google/gemma-4-31b,A-regraded,1,LOGIC-21 Undistributed Middle (Fallacy),0,682215913,1,1,1,74,209,18429,0
google/gemma-4-31b,A-regraded,1,LOGIC-21 Undistributed Middle (Fallacy),0,682215913,1,1,1,74,209,17213,0
google/gemma-4-31b,A-regraded,1,LOGIC-22 Universal Denying the Antecedent (Fallacy),0,682215913,1,1,1,74,230,19419,0
google/gemma-4-31b,A-regraded,1,LOGIC-22 Universal Denying the Antecedent (Fallacy),0,682215913,1,1,1,74,230,20252,0
google/gemma-4-31b,A-regraded,1,LOGIC-22 Universal Denying the Antecedent (Fallacy),0,682215913,1,1,1,74,230,19016,0
google/gemma-4-31b,A-regraded,1,LOGIC-23 Existential Denying the Antecedent (Fallacy),0,682215913,1,1,1,87,625,51431,0
google/gemma-4-31b,A-regraded,1,LOGIC-23 Existential Denying the Antecedent (Fallacy),0,682215913,1,1,1,87,625,53526,0
google/gemma-4-31b,A-regraded,1,LOGIC-23 Existential Denying the Antecedent (Fallacy),0,682215913,1,1,1,87,625,52369,0
google/gemma-4-31b,A-regraded,1,LOGIC-24 Existential Affirming the Consequent (Fallacy),0,682215913,1,1,1,74,652,56876,0
google/gemma-4-31b,A-regraded,1,LOGIC-24 Existential Affirming the Consequent (Fallacy),0,682215913,1,1,1,74,652,54205,0
google/gemma-4-31b,A-regraded,1,LOGIC-24 Existential Affirming the Consequent (Fallacy),0,682215913,1,1,1,74,652,52761,0
google/gemma-4-31b,A-regraded,1,LOGIC-25 Universal Affirming a Disjunct (Fallacy),0,682215913,1,1,1,98,326,32481,0
google/gemma-4-31b,A-regraded,1,LOGIC-25 Universal Affirming a Disjunct (Fallacy),0,682215913,1,1,1,98,326,30373,0
google/gemma-4-31b,A-regraded,1,LOGIC-25 Universal Affirming a Disjunct (Fallacy),0,682215913,1,1,1,98,326,32240,0
google/gemma-4-31b,A-regraded,1,LOGIC-26 Universal Illicit Commutativity (Fallacy),0,682215913,1,1,1,73,213,17628,0
google/gemma-4-31b,A-regraded,1,LOGIC-26 Universal Illicit Commutativity (Fallacy),0,682215913,1,1,1,73,213,18397,0
google/gemma-4-31b,A-regraded,1,LOGIC-26 Universal Illicit Commutativity (Fallacy),0,682215913,1,1,1,73,213,18737,0
google/gemma-4-31b,A-regraded,1,LOGIC-27 Universal Instantiation,0,682215913,1,1,1,61,242,25638,0
google/gemma-4-31b,A-regraded,1,LOGIC-27 Universal Instantiation,0,682215913,1,1,1,61,242,27096,0
google/gemma-4-31b,A-regraded,1,LOGIC-27 Universal Instantiation,0,682215913,1,1,1,61,242,23909,0
google/gemma-4-31b,A-regraded,1,LOGIC-28 FOL Modus Tollens,0,682215913,1,1,1,79,297,21663,0
google/gemma-4-31b,A-regraded,1,LOGIC-28 FOL Modus Tollens,0,682215913,1,1,1,79,297,20628,0
google/gemma-4-31b,A-regraded,1,LOGIC-28 FOL Modus Tollens,0,682215913,1,1,1,79,297,21445,0
google/gemma-4-31b,A-regraded,1,LOGIC-29 Existential Generalization,0,682215913,1,1,1,63,232,22916,0
google/gemma-4-31b,A-regraded,1,LOGIC-29 Existential Generalization,0,682215913,1,1,1,63,232,21349,0
google/gemma-4-31b,A-regraded,1,LOGIC-29 Existential Generalization,0,682215913,1,1,1,63,232,23282,0
google/gemma-4-31b,A-regraded,1,LIT-01 Circular Reasoning (Logos),0,682215913,1,1,1,84,265,22623,0
google/gemma-4-31b,A-regraded,1,LIT-01 Circular Reasoning (Logos),0,682215913,1,1,1,84,265,21896,0
google/gemma-4-31b,A-regraded,1,LIT-01 Circular Reasoning (Logos),0,682215913,1,1,1,84,265,23850,0
google/gemma-4-31b,A-regraded,1,LIT-02 False Dilemma (Logos),0,682215913,1,1,1,81,275,27298,0
google/gemma-4-31b,A-regraded,1,LIT-02 False Dilemma (Logos),0,682215913,1,1,1,81,275,26219,0
google/gemma-4-31b,A-regraded,1,LIT-02 False Dilemma (Logos),0,682215913,1,1,1,81,275,25962,0
google/gemma-4-31b,A-regraded,1,LIT-03 Straw Man (Logos),0,682215913,1,1,1,86,306,27155,0
google/gemma-4-31b,A-regraded,1,LIT-03 Straw Man (Logos),0,682215913,1,1,1,86,306,27450,0
google/gemma-4-31b,A-regraded,1,LIT-03 Straw Man (Logos),0,682215913,1,1,1,86,306,27450,0
google/gemma-4-31b,A-regraded,1,LIT-04 False Causality (Logos),0,682215913,1,1,1,79,252,26662,0
google/gemma-4-31b,A-regraded,1,LIT-04 False Causality (Logos),0,682215913,1,1,1,79,252,25948,0
google/gemma-4-31b,A-regraded,1,LIT-04 False Causality (Logos),0,682215913,1,1,1,79,252,26287,0
google/gemma-4-31b,A-regraded,1,LIT-05 Hasty Generalization (Logos),0,682215913,1,1,1,86,207,17863,0
google/gemma-4-31b,A-regraded,1,LIT-05 Hasty Generalization (Logos),0,682215913,1,1,1,86,207,18272,0
google/gemma-4-31b,A-regraded,1,LIT-05 Hasty Generalization (Logos),0,682215913,1,1,1,86,207,18558,0
google/gemma-4-31b,A-regraded,1,LIT-06 Ad Hominem (Ethos),0,682215913,1,1,1,95,196,16117,0
google/gemma-4-31b,A-regraded,1,LIT-06 Ad Hominem (Ethos),0,682215913,1,1,1,95,196,17413,0
google/gemma-4-31b,A-regraded,1,LIT-06 Ad Hominem (Ethos),0,682215913,1,1,1,95,196,15967,0
google/gemma-4-31b,A-regraded,1,LIT-07 Appeal to False Authority (Ethos),0,682215913,1,1,1,76,313,25731,0
google/gemma-4-31b,A-regraded,1,LIT-07 Appeal to False Authority (Ethos),0,682215913,1,1,1,76,313,29464,0
google/gemma-4-31b,A-regraded,1,LIT-07 Appeal to False Authority (Ethos),0,682215913,1,1,1,76,313,30695,0
google/gemma-4-31b,A-regraded,1,LIT-08 Ad Populum (Ethos),0,682215913,1,1,1,76,223,25015,0
google/gemma-4-31b,A-regraded,1,LIT-08 Ad Populum (Ethos),0,682215913,1,1,1,76,223,24851,0
google/gemma-4-31b,A-regraded,1,LIT-08 Ad Populum (Ethos),0,682215913,1,1,1,76,223,25623,0
google/gemma-4-31b,A-regraded,1,LIT-09 Appeal to Fear (Pathos),0,682215913,1,1,1,88,242,21665,0
google/gemma-4-31b,A-regraded,1,LIT-09 Appeal to Fear (Pathos),0,682215913,1,1,1,88,242,20175,0
google/gemma-4-31b,A-regraded,1,LIT-09 Appeal to Fear (Pathos),0,682215913,1,1,1,88,242,22086,0
google/gemma-4-31b,A-regraded,1,LIT-10 Appeal to Pity (Pathos),0,682215913,1,1,1,80,288,27219,0
google/gemma-4-31b,A-regraded,1,LIT-10 Appeal to Pity (Pathos),0,682215913,1,1,1,80,288,26197,0
google/gemma-4-31b,A-regraded,1,LIT-10 Appeal to Pity (Pathos),0,682215913,1,1,1,80,288,28451,0
google/gemma-4-31b,A-regraded,1,LIT-11 Sound Argument Control,0,682215913,1,1,1,101,351,33925,0
google/gemma-4-31b,A-regraded,1,LIT-11 Sound Argument Control,0,682215913,1,1,1,101,351,31517,0
google/gemma-4-31b,A-regraded,1,LIT-11 Sound Argument Control,0,682215913,1,1,1,101,351,34120,0
google/gemma-4-31b,A-regraded,1,LIT-12 Sound Argument Control II,0,682215913,0,1,1,103,778,82373,0
google/gemma-4-31b,A-regraded,1,LIT-12 Sound Argument Control II,0,682215913,0,1,1,103,778,83962,0
google/gemma-4-31b,A-regraded,1,LIT-12 Sound Argument Control II,0,682215913,0,1,1,103,778,83098,0
google/gemma-4-31b,A-regraded,1,AUX-APPROVAL-01 Benign Command Classification,0,682215913,1,1,1,272,225,25643,0
google/gemma-4-31b,A-regraded,1,AUX-APPROVAL-01 Benign Command Classification,0,682215913,1,1,1,272,225,25314,0
google/gemma-4-31b,A-regraded,1,AUX-APPROVAL-01 Benign Command Classification,0,682215913,1,1,1,272,225,26404,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-01 Fibonacci 10th,0,682215913,1,1,1,78,477,29042,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-01 Fibonacci 10th,0,682215913,1,1,1,78,477,26877,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-01 Fibonacci 10th,0,682215913,1,1,1,78,477,26906,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-02 Fibonacci 8th from recurrence,0,682215913,1,1,1,60,376,21680,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-02 Fibonacci 8th from recurrence,0,682215913,1,1,1,60,376,21950,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-02 Fibonacci 8th from recurrence,0,682215913,1,1,1,60,376,20428,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-03 Recurrence application,0,682215913,1,1,1,75,352,25674,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-03 Recurrence application,0,682215913,1,1,1,75,352,25666,0
google/gemma-4-31b,A-regraded,1,ARITH-FIB-03 Recurrence application,0,682215913,1,1,1,75,352,24957,0
google/gemma-4-31b,A-regraded,1,TOOL-01 JSON Tool Call,0,682215913,1,1,1,65,151,10613,0
google/gemma-4-31b,A-regraded,1,TOOL-01 JSON Tool Call,0,682215913,1,1,1,65,151,10224,0
google/gemma-4-31b,A-regraded,1,TOOL-01 JSON Tool Call,0,682215913,1,1,1,65,151,10182,0
google/gemma-4-31b,A-regraded,1,LOGIC-01N Modus Ponens (reworded),0,682215913,1,1,1,56,361,38258,0
google/gemma-4-31b,A-regraded,1,LOGIC-01N Modus Ponens (reworded),0,682215913,1,1,1,56,361,40246,0
google/gemma-4-31b,A-regraded,1,LOGIC-01N Modus Ponens (reworded),0,682215913,1,1,1,56,361,40161,0
google/gemma-4-31b,A-regraded,1,LOGIC-01C Modus Ponens (adversarial: converse trap),0,682215913,1,1,1,74,205,21063,0
google/gemma-4-31b,A-regraded,1,LOGIC-01C Modus Ponens (adversarial: converse trap),0,682215913,1,1,1,74,205,21003,0
google/gemma-4-31b,A-regraded,1,LOGIC-01C Modus Ponens (adversarial: converse trap),0,682215913,1,1,1,74,205,22163,0
google/gemma-4-31b,A-regraded,1,LOGIC-02C Modus Tollens (adversarial: inverse trap),0,682215913,1,1,1,76,227,19637,0
google/gemma-4-31b,A-regraded,1,LOGIC-02C Modus Tollens (adversarial: inverse trap),0,682215913,1,1,1,76,227,20545,0
google/gemma-4-31b,A-regraded,1,LOGIC-02C Modus Tollens (adversarial: inverse trap),0,682215913,1,1,1,76,227,20239,0
google/gemma-4-31b,A-regraded,1,LOGIC-03C Affirming Consequent (adversarial: valid-looking converse),0,682215913,1,1,1,73,203,18521,0
google/gemma-4-31b,A-regraded,1,LOGIC-03C Affirming Consequent (adversarial: valid-looking converse),0,682215913,1,1,1,73,203,19300,0
google/gemma-4-31b,A-regraded,1,LOGIC-03C Affirming Consequent (adversarial: valid-looking converse),0,682215913,1,1,1,73,203,17957,0
google/gemma-4-31b,A-regraded,1,LOGIC-04C Denying Antecedent (adversarial: valid-looking inverse),0,682215913,1,1,1,74,178,16091,0
google/gemma-4-31b,A-regraded,1,LOGIC-04C Denying Antecedent (adversarial: valid-looking inverse),0,682215913,1,1,1,74,178,16587,0
google/gemma-4-31b,A-regraded,1,LOGIC-04C Denying Antecedent (adversarial: valid-looking inverse),0,682215913,1,1,1,74,178,16508,0
google/gemma-4-31b,A-regraded,1,LOGIC-03N Affirming the Consequent (reworded),0,682215913,1,1,1,79,176,17812,0
google/gemma-4-31b,A-regraded,1,LOGIC-03N Affirming the Consequent (reworded),0,682215913,1,1,1,79,176,19055,0
google/gemma-4-31b,A-regraded,1,LOGIC-03N Affirming the Consequent (reworded),0,682215913,1,1,1,79,176,19108,0
google/gemma-4-31b,A-regraded,1,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),0,682215913,1,1,1,87,208,21488,0
google/gemma-4-31b,A-regraded,1,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),0,682215913,1,1,1,87,208,21128,0
google/gemma-4-31b,A-regraded,1,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),0,682215913,1,1,1,87,208,21050,0
google/gemma-4-31b,A-regraded,1,LOGIC-04N Denying the Antecedent (reworded),0,682215913,1,1,1,80,562,60678,0
google/gemma-4-31b,A-regraded,1,LOGIC-04N Denying the Antecedent (reworded),0,682215913,1,1,1,80,562,58019,0
google/gemma-4-31b,A-regraded,1,LOGIC-04N Denying the Antecedent (reworded),0,682215913,1,1,1,80,562,59567,0
google/gemma-4-31b,A-regraded,1,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),0,682215913,1,1,1,76,200,18585,0
google/gemma-4-31b,A-regraded,1,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),0,682215913,1,1,1,76,200,17217,0
google/gemma-4-31b,A-regraded,1,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),0,682215913,1,1,1,76,200,19242,0
google/gemma-4-31b,A-regraded,1,LOGIC-06N Existential Syllogism (reworded),0,682215913,1,1,1,72,176,12901,0
google/gemma-4-31b,A-regraded,1,LOGIC-06N Existential Syllogism (reworded),0,682215913,1,1,1,72,176,13929,0
google/gemma-4-31b,A-regraded,1,LOGIC-06N Existential Syllogism (reworded),0,682215913,1,1,1,72,176,13623,0
google/gemma-4-31b,A-regraded,1,LOGIC-06C Existential Syllogism (adversarial: quantifier-swap trap),0,682215913,1,1,1,75,423,35907,0
google/gemma-4-31b,A-regraded,1,LOGIC-06C Existential Syllogism (adversarial: quantifier-swap trap),0,682215913,1,1,1,75,423,35842,0
google/gemma-4-31b,A-regraded,1,LOGIC-06C Existential Syllogism (adversarial: quantifier-swap trap),0,682215913,1,1,1,75,423,37046,0
google/gemma-4-31b,A-regraded,1,LOGIC-11N Affirming a Disjunct (reworded),0,682215913,1,1,1,79,238,23944,0
google/gemma-4-31b,A-regraded,1,LOGIC-11N Affirming a Disjunct (reworded),0,682215913,1,1,1,79,238,25841,0
google/gemma-4-31b,A-regraded,1,LOGIC-11N Affirming a Disjunct (reworded),0,682215913,1,1,1,79,238,24899,0
google/gemma-4-31b,A-regraded,1,LOGIC-11C Affirming a Disjunct (adversarial: exclusive-or trap),0,682215913,1,1,1,106,407,34208,0
google/gemma-4-31b,A-regraded,1,LOGIC-11C Affirming a Disjunct (adversarial: exclusive-or trap),0,682215913,1,1,1,106,407,35221,0
google/gemma-4-31b,A-regraded,1,LOGIC-11C Affirming a Disjunct (adversarial: exclusive-or trap),0,682215913,1,1,1,106,407,34852,0
google/gemma-4-31b,A',1,LOGIC-03N Affirming the Consequent (reworded),1,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,TOOL-01 JSON Tool Call,2,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-04C Denying the Antecedent (adversarial: inverse trap),3,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-01N Modus Ponens (reworded),4,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LIT-11 Sound Argument Control,5,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-06 Syllogism - Existential Fallacy,6,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-11N Affirming a Disjunct (reworded),7,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-01C Modus Ponens (adversarial: converse trap),8,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-03C Affirming the Consequent (adversarial: reverse-causal trap),9,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-10 Contradiction Detection,10,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-20 Illicit Major (Fallacy),11,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LIT-05 Hasty Generalization (Logos),12,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-05 Syllogism - Barbara (AAA-1),13,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-29 Existential Generalization,14,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,ARITH-FIB-03 Recurrence application,15,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LIT-02 False Dilemma (Logos),16,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-25 Universal Affirming a Disjunct (Fallacy),17,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-21 Undistributed Middle (Fallacy),18,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-01 Modus Ponens,19,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LIT-03 Straw Man (Logos),20,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-04 Denying the Antecedent (Fallacy),21,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-04N Denying the Antecedent (reworded),22,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-17 Constructive Dilemma,23,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,ARITH-01 Exact Arithmetic,24,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-26 Universal Illicit Commutativity (Fallacy),25,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-24 Existential Affirming the Consequent (Fallacy),26,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-19 Existential Fallacy (Fallacy),27,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LIT-12 Sound Argument Control II,28,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-02C Modus Tollens (adversarial: inverse trap),29,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-06N Existential Syllogism (reworded),30,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-16 Disjunctive Syllogism,31,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-22 Universal Denying the Antecedent (Fallacy),32,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-02 Modus Tollens,33,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-08 Boolean Algebra - Distribution,34,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LIT-07 Appeal to False Authority (Ethos),35,406033977,1,1,1,,,,0
google/gemma-4-31b,A',1,LOGIC-13 Conjunctive Syllogism,36,406033977,1,1,1,,,,0
